Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2026-03-17 18:30:00+00:00,,253.77000427246094,215.22999572753906,309.3699951171875,622.9650268554688,,254.3300018310547,215.6999969482422,309.4700012207031,623.8798828125,,253.13009643554688,213.22999572753906,307.8399963378906,621.7100219726562,,254.09500122070312,213.5399932861328,308.0400085449219,623.3699951171875,,1332707,6420660,956919,931233,
2026-03-17 19:30:00+00:00,,254.22999572753906,215.1999969482422,309.3699951171875,622.6400146484375,,254.5800018310547,215.64979553222656,310.04998779296875,623.7564086914062,,253.67999267578125,215.02000427246094,309.0350036621094,621.77001953125,,253.77999877929688,215.22999572753906,309.3500061035156,622.969970703125,,1930468,3061262,1563245,716277,
2026-03-18 13:30:00+00:00,,252.35499572753906,211.8800048828125,307.6400146484375,615.89501953125,,254.94000244140625,215.14010620117188,310.75,621.7899169921875,,251.3800048828125,211.7100067138672,307.2749938964844,615.3099975585938,,252.625,213.9600067138672,307.9049987792969,616.3099975585938,,3152133,4726568,1947990,2908796,
2026-03-18 14:30:00+00:00,,252.3199005126953,211.7698974609375,309.1700134277344,621.6599731445312,,253.05999755859375,212.35000610351562,309.82879638671875,622.4498901367188,,252.0800018310547,211.4600067138672,307.5799865722656,615.5,,252.33999633789062,211.86000061035156,307.6400146484375,615.989990234375,,2064997,2953760,1192005,106952,
2026-03-18 15:30:00+00:00,,251.57009887695312,211.40980529785156,308.6597900390625,619.35498046875,,252.3300018310547,212.25999450683594,309.66009521484375,622.6400146484375,,251.4600067138672,211.39999389648438,308.6000061035156,619.25,,252.30999755859375,211.72000122070312,309.1300048828125,621.7205810546875,,1753188,1638029,600568,590051,
2026-03-18 16:30:00+00:00,,250.80499267578125,210.81500244140625,307.4200134277344,617.760009765625,,251.58999633789062,211.5,308.79998779296875,619.5399780273438,,250.38999938964844,210.6300048828125,307.1600036621094,616.739990234375,,251.5749969482422,211.39999389648438,308.6600036621094,619.2999877929688,,1604382,2498188,664726,655365,
2026-03-18 17:30:00+00:00,,250.9600067138672,211.11000061035156,307.239990234375,618.6055297851562,,251.64759826660156,211.55999755859375,308.489990234375,621.1599731445312,,250.5399932861328,210.47999572753906,307.1000061035156,616.75,,250.7899932861328,210.8300018310547,307.45001220703125,617.7000122070312,,1514045,2076524,608904,625240,
2026-03-18 18:30:00+00:00,,249.67999267578125,209.75999450683594,306.5950012207031,616.77001953125,,250.94500732421875,211.3300018310547,307.44000244140625,619.3599853515625,,249.61000061035156,209.30999755859375,306.3299865722656,615.0599975585938,,250.94000244140625,211.08999633789062,307.29998779296875,618.5599975585938,,1957409,2980529,800805,843970,
2026-03-18 19:30:00+00:00,,249.91000366210938,209.86000061035156,306.239990234375,615.719970703125,,250.35000610351562,210.07000732421875,306.80999755859375,617.0499877929688,,249.0,208.8300018310547,305.5494079589844,614.6099853515625,,249.69400024414062,209.75,306.5899963378906,616.77001953125,,2998677,3647096,864916,866707,
2026-03-19 13:30:00+00:00,,249.8000030517578,206.88999938964844,302.3699951171875,607.0150146484375,,251.8300018310547,209.05999755859375,304.3900146484375,613.0,,247.3000030517578,206.05999755859375,301.0,606.5800170898438,,249.39999389648438,207.05999755859375,303.2099914550781,611.9600219726562,,5282204,5645600,2141797,3165493,
2026-03-19 14:30:00+00:00,,249.41000366210938,207.44000244140625,302.739990234375,606.6599731445312,,250.7100067138672,208.8000030517578,304.55999755859375,610.3300170898438,,249.14010620117188,206.8800048828125,302.3349914550781,606.010009765625,,249.80099487304688,206.88499450683594,302.3349914550781,606.9450073242188,,1824930,2674594,1192257,53526,
2026-03-19 15:30:00+00:00,,249.25999450683594,207.25,304.1650085449219,607.0399780273438,,249.95260620117188,207.9102020263672,304.54998779296875,608.4500122070312,,248.8800048828125,206.8800048828125,302.05999755859375,605.0700073242188,,249.41000366210938,207.42999267578125,302.6199951171875,606.5999755859375,,1704879,2095464,867530,783724,
2026-03-19 16:30:00+00:00,,248.2801055908203,207.05999755859375,304.2550048828125,605.25,,249.4199981689453,207.52000427246094,304.7200012207031,607.0999755859375,,247.7100067138672,206.6300048828125,303.4914855957031,604.5999755859375,,249.27499389648438,207.25999450683594,304.19500732421875,606.8416137695312,,7064876,1927676,716047,724116,
2026-03-19 17:30:00+00:00,,248.02200317382812,207.24000549316406,304.0199890136719,603.7899780273438,,248.5299072265625,207.91009521484375,304.71990966796875,605.9400024414062,,247.6699981689453,206.83999633789062,303.54998779296875,603.219970703125,,248.2949981689453,207.07000732421875,304.2799987792969,605.2949829101562,,0,1596769,676129,710216,
2026-03-19 18:30:00+00:00,,248.47000122070312,208.02999877929688,305.4800109863281,606.1300048828125,,249.58999633789062,209.1199951171875,306.67999267578125,609.0999755859375,,247.6699981689453,206.75,303.6400146484375,602.260009765625,,248.00999450683594,207.24000549316406,304.0,603.7899780273438,,2599457,2647430,1148560,1095834,
2026-03-19 19:30:00+00:00,,248.90699768066406,208.80999755859375,305.67999267578125,606.8358764648438,,249.3300018310547,208.9949951171875,306.1199951171875,606.9500122070312,,248.2899932861328,207.86000061035156,304.9200134277344,604.8400268554688,,248.44000244140625,208.02999877929688,305.44000244140625,606.0084838867188,,2408615,2825343,1065594,771844,
2026-03-20 13:30:00+00:00,,247.75999450683594,206.75,300.8999938964844,595.7999877929688,,248.75999450683594,207.52999877929688,304.3699951171875,603.9550170898438,,246.61000061035156,205.14999389648438,299.9800109863281,593.219970703125,,248.11000061035156,207.5,304.135009765625,603.530029296875,,16388329,16750634,7157042,5072708,
2026-03-20 14:30:00+00:00,,247.98500061035156,206.2899932861328,300.0199890136719,592.3798828125,,248.85000610351562,207.4199981689453,301.4800109863281,596.719970703125,,247.16009521484375,206.11000061035156,299.54998779296875,591.7285766601562,,247.80999755859375,206.77999877929688,300.8999938964844,596.010009765625,,6539448,4356259,2127917,1723961,
2026-03-20 15:30:00+00:00,,248.6199951171875,206.84010314941406,300.7898864746094,595.4400024414062,,249.05999755859375,207.53990173339844,301.5199890136719,596.5499877929688,,247.86000061035156,205.92999267578125,299.89990234375,591.9099731445312,,247.9499969482422,206.28500366210938,300.0408935546875,592.2750244140625,,2911321,4414852,1465198,1215679,
2026-03-20 16:30:00+00:00,,248.27000427246094,206.67999267578125,299.2300109863281,594.4749755859375,,248.7899932861328,207.25,300.81829833984375,595.5599975585938,,248.0800018310547,206.39230346679688,298.82000732421875,592.22998046875,,248.6300048828125,206.8699951171875,300.7699890136719,595.3250122070312,,2570162,2885329,2696540,1058197,
2026-03-20 17:30:00+00:00,,248.0399932861328,206.17999267578125,298.5050048828125,592.5650024414062,,248.75990295410156,206.82000732421875,299.3500061035156,594.5963134765625,,247.5301055908203,205.67999267578125,298.2550048828125,591.7999877929688,,248.2899932861328,206.67970275878906,299.2200012207031,594.4749755859375,,2895312,3414957,1508854,1447796,
2026-03-20 18:30:00+00:00,,248.08999633789062,205.81500244140625,298.0006103515625,590.27001953125,,249.1999053955078,206.30499267578125,298.55999755859375,592.669921875,,247.58999633789062,205.3699951171875,297.40460205078125,588.75,,248.08999633789062,206.1699981689453,298.5199890136719,592.5650024414062,,3994932,4727122,2115349,1646167,
2026-03-20 19:30:00+00:00,,248.19000244140625,205.36000061035156,298.8999938964844,593.719970703125,,248.1999969482422,205.86000061035156,299.6099853515625,594.0,,246.0,204.3159942626953,296.760009765625,587.27001953125,,248.08999633789062,205.8300018310547,298.0299987792969,590.27001953125,,6366085,5680840,3351569,2061067,
